job_url,site,title,company,company_url,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://www.linkedin.com/jobs/view/3786928326,linkedin,Full Stack Engineer,Deutsche Bank,https://de.linkedin.com/company/deutsche-bank,"Pune, Maharashtra, India",fulltime,2023-12-18,,,,,,0,Actively Hiring,,"Good hands-on experience writing UI components with React/Angular framework and JavaScript / TypescriptGood understanding of advance Java design pattern, Solid knowledge of data structures and algorithms with robust analytical and problem-solving skillsHelp shape and execute the technical roadmap to develop next generation features; integrate corporate- and product-level architecture principles and goals into the teams project work through designs, implementation strategies, and project planning. Nice to have:Basic understanding of authentication and access-control framework like Spring security or any otherHands on experience of BDDGood understanding of Google cloud / Kubernetes, certification preferredDrive a culture of quality, technical curiosity, continuous improvement, and evidence-based data driven decision making in the organization.Lead team in software development best practices including Peer Code Review, Unit testing, Automated Deployments, and Automated Testing.Require experience and Strong understanding of entire Software Development Life Cycle (SDLC), Agile (Scrum), Software design/architecture process, CI/CD processes, unit testing & Business-Driven Development (BDD)Strong knowledge of SOA, object-oriented programming, design patterns, multi-threaded application developmentExperience in reporting and analytics, queuing and real-time streaming systems."
https://www.linkedin.com/jobs/view/3726252413,linkedin,Java Developer - Pune,Infosys,https://in.linkedin.com/company/infosys,"Pune, Maharashtra, India",fulltime,2023-10-12,,,,,,0,Actively Hiring,,"Responsibilities:A day in the life of an Infoscion• As part of the Infosys delivery team, your primary role would be to ensure effective Design, Development, Validation and Support activities, to assure that our clients are satisfied with the high levels of service in the technology domain.• You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements.• You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers.• You would be a key contributor to building efficient programs/ systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!If you think you fit right in to help our clients navigate their next in their digital transformation journey, this is the place for you!"
